Date,Handle,Total Posts,Favorites,Retweets
2/6/2017,Alwafa_Party,32,67,36
2/7/2017,Alwafa_Party,28,44,15
2/8/2017,Alwafa_Party,26,45,46
2/9/2017,Alwafa_Party,72,743,444
2/10/2017,Alwafa_Party,72,461,215
2/11/2017,Alwafa_Party,85,353,174
2/12/2017,Alwafa_Party,125,892,560
2/13/2017,Alwafa_Party,103,373,200
2/14/2017,Alwafa_Party,220,1991,1073
2/15/2017,Alwafa_Party,51,160,112
2/16/2017,Alwafa_Party,56,140,79
2/17/2017,Alwafa_Party,65,198,101
2/18/2017,Alwafa_Party,27,52,35
2/19/2017,Alwafa_Party,21,34,23
2/20/2017,Alwafa_Party,61,235,123
2/21/2017,Alwafa_Party,97,386,165
2/22/2017,Alwafa_Party,41,147,75
2/23/2017,Alwafa_Party,40,117,80
2/24/2017,Alwafa_Party,55,192,78
2/25/2017,Alwafa_Party,38,120,61
2/26/2017,Alwafa_Party,81,255,122
2/27/2017,Alwafa_Party,35,62,49
2/28/2017,Alwafa_Party,23,41,27
3/1/2017,Alwafa_Party,21,30,21
3/2/2017,Alwafa_Party,31,91,55
3/3/2017,Alwafa_Party,66,167,85
3/4/2017,Alwafa_Party,54,131,59
3/5/2017,Alwafa_Party,19,82,53
3/6/2017,Alwafa_Party,8,30,18
3/7/2017,Alwafa_Party,21,69,31
3/8/2017,Alwafa_Party,25,52,39
3/9/2017,Alwafa_Party,40,56,53
3/10/2017,Alwafa_Party,60,104,39
3/11/2017,Alwafa_Party,23,71,38
3/12/2017,Alwafa_Party,32,114,49
3/13/2017,Alwafa_Party,27,92,47
3/14/2017,Alwafa_Party,75,189,126
3/15/2017,Alwafa_Party,15,38,20
3/16/2017,Alwafa_Party,27,72,55
3/17/2017,Alwafa_Party,61,419,289
3/18/2017,Alwafa_Party,13,36,6
3/19/2017,Alwafa_Party,9,12,18
3/20/2017,Alwafa_Party,22,107,69
3/21/2017,Alwafa_Party,7,85,78
3/22/2017,Alwafa_Party,11,98,87
3/23/2017,Alwafa_Party,27,186,154
3/24/2017,Alwafa_Party,60,400,364
3/25/2017,Alwafa_Party,39,254,434
3/26/2017,Alwafa_Party,18,175,141
3/27/2017,Alwafa_Party,14,147,113
3/28/2017,Alwafa_Party,44,132,51
3/29/2017,Alwafa_Party,36,92,63
3/30/2017,Alwafa_Party,15,45,21
3/31/2017,Alwafa_Party,28,68,30
4/1/2017,Alwafa_Party,20,107,24
4/2/2017,Alwafa_Party,12,33,20
4/3/2017,Alwafa_Party,28,41,21
4/4/2017,Alwafa_Party,19,25,21
4/5/2017,Alwafa_Party,6,19,4
4/6/2017,Alwafa_Party,13,25,20
4/7/2017,Alwafa_Party,24,89,61
4/8/2017,Alwafa_Party,14,48,21
4/9/2017,Alwafa_Party,22,44,40
4/10/2017,Alwafa_Party,12,38,21
4/11/2017,Alwafa_Party,10,35,34
4/12/2017,Alwafa_Party,11,39,25
4/13/2017,Alwafa_Party,5,4,8
4/14/2017,Alwafa_Party,23,33,21
4/15/2017,Alwafa_Party,20,74,35
4/16/2017,Alwafa_Party,31,65,29
4/17/2017,Alwafa_Party,14,38,9
4/18/2017,Alwafa_Party,13,23,7
4/19/2017,Alwafa_Party,24,63,37
4/20/2017,Alwafa_Party,28,29,18
4/21/2017,Alwafa_Party,19,27,25
4/22/2017,Alwafa_Party,3,2,5
4/23/2017,Alwafa_Party,4,4,16
4/24/2017,Alwafa_Party,8,20,7
4/25/2017,Alwafa_Party,5,7,1
4/26/2017,Alwafa_Party,5,14,8
4/27/2017,Alwafa_Party,5,9,2
4/28/2017,Alwafa_Party,13,16,26
4/29/2017,Alwafa_Party,8,28,15
4/30/2017,Alwafa_Party,4,11,6
5/1/2017,Alwafa_Party,5,8,4
5/2/2017,Alwafa_Party,5,14,11
5/3/2017,Alwafa_Party,9,11,19
5/4/2017,Alwafa_Party,12,14,15
5/5/2017,Alwafa_Party,15,48,24
5/6/2017,Alwafa_Party,8,35,25
5/7/2017,Alwafa_Party,3,13,8
5/8/2017,Alwafa_Party,5,14,10
5/9/2017,Alwafa_Party,23,40,26
5/10/2017,Alwafa_Party,14,25,17
5/11/2017,Alwafa_Party,5,11,3
5/12/2017,Alwafa_Party,18,19,11
5/13/2017,Alwafa_Party,27,87,40
5/14/2017,Alwafa_Party,15,36,19
5/15/2017,Alwafa_Party,14,54,40
5/16/2017,Alwafa_Party,10,30,20
5/17/2017,Alwafa_Party,9,9,20
5/18/2017,Alwafa_Party,13,23,21
5/19/2017,Alwafa_Party,30,47,21
5/20/2017,Alwafa_Party,16,25,12
5/21/2017,Alwafa_Party,14,43,25
5/22/2017,Alwafa_Party,11,38,37
5/23/2017,Alwafa_Party,91,776,434
5/24/2017,Alwafa_Party,53,283,189
5/25/2017,Alwafa_Party,35,197,121
5/26/2017,Alwafa_Party,42,171,104
5/27/2017,Alwafa_Party,29,96,42
5/28/2017,Alwafa_Party,37,62,39
5/29/2017,Alwafa_Party,28,40,47
5/30/2017,Alwafa_Party,21,63,64
5/31/2017,Alwafa_Party,12,28,25
6/1/2017,Alwafa_Party,18,33,23
6/2/2017,Alwafa_Party,21,57,66
6/3/2017,Alwafa_Party,30,25,56
6/4/2017,Alwafa_Party,25,61,42
6/5/2017,Alwafa_Party,17,20,27
6/6/2017,Alwafa_Party,16,31,32
6/7/2017,Alwafa_Party,16,22,21
6/8/2017,Alwafa_Party,31,32,38
6/9/2017,Alwafa_Party,5,8,10
6/10/2017,Alwafa_Party,2,2,4
6/11/2017,Alwafa_Party,22,72,20
6/12/2017,Alwafa_Party,12,27,43
6/13/2017,Alwafa_Party,3,4,2
6/14/2017,Alwafa_Party,5,8,11
6/15/2017,Alwafa_Party,6,20,11
6/16/2017,Alwafa_Party,3,11,9
6/17/2017,Alwafa_Party,1,1,3
6/18/2017,Alwafa_Party,17,17,13
6/19/2017,Alwafa_Party,10,44,18
6/20/2017,Alwafa_Party,6,23,11
6/21/2017,Alwafa_Party,3,13,1
6/22/2017,Alwafa_Party,8,19,13
6/23/2017,Alwafa_Party,7,40,21
6/24/2017,Alwafa_Party,1,2,1
6/25/2017,Alwafa_Party,3,1,5
6/28/2017,Alwafa_Party,1,2,2
6/30/2017,Alwafa_Party,5,26,8
7/1/2017,Alwafa_Party,1,3,1
7/3/2017,Alwafa_Party,15,55,36
7/4/2017,Alwafa_Party,20,108,47
7/5/2017,Alwafa_Party,18,73,44
7/6/2017,Alwafa_Party,21,33,14
7/7/2017,Alwafa_Party,18,33,23
7/8/2017,Alwafa_Party,10,23,9
7/9/2017,Alwafa_Party,8,37,14
7/10/2017,Alwafa_Party,3,7,2
7/11/2017,Alwafa_Party,7,29,9
7/13/2017,Alwafa_Party,11,57,23
7/14/2017,Alwafa_Party,5,7,2
7/15/2017,Alwafa_Party,19,76,44
7/16/2017,Alwafa_Party,8,14,5
7/17/2017,Alwafa_Party,5,12,1
7/18/2017,Alwafa_Party,6,11,4
7/19/2017,Alwafa_Party,8,25,11
7/20/2017,Alwafa_Party,11,23,17
7/21/2017,Alwafa_Party,10,27,18
7/22/2017,Alwafa_Party,14,24,12
7/23/2017,Alwafa_Party,16,23,16
7/24/2017,Alwafa_Party,13,25,16
7/25/2017,Alwafa_Party,29,61,19
7/26/2017,Alwafa_Party,8,15,9
7/27/2017,Alwafa_Party,16,19,15
7/29/2017,Alwafa_Party,12,27,6
7/30/2017,Alwafa_Party,11,22,15
7/31/2017,Alwafa_Party,9,19,2
8/1/2017,Alwafa_Party,2,9,2
8/2/2017,Alwafa_Party,9,20,9
8/3/2017,Alwafa_Party,3,3,5
8/4/2017,Alwafa_Party,2,10,3
8/5/2017,Alwafa_Party,13,57,32
8/6/2017,Alwafa_Party,12,27,17
8/7/2017,Alwafa_Party,14,17,16
8/8/2017,Alwafa_Party,16,11,10
8/9/2017,Alwafa_Party,6,11,2
8/12/2017,Alwafa_Party,9,14,4
8/13/2017,Alwafa_Party,15,28,10
8/14/2017,Alwafa_Party,31,40,15
8/15/2017,Alwafa_Party,10,20,1
8/16/2017,Alwafa_Party,10,30,7
8/17/2017,Alwafa_Party,7,20,8
8/18/2017,Alwafa_Party,1,4,2
8/19/2017,Alwafa_Party,11,21,12
8/20/2017,Alwafa_Party,7,31,17
8/21/2017,Alwafa_Party,6,15,10
8/22/2017,Alwafa_Party,6,20,12
8/23/2017,Alwafa_Party,2,1,3
8/24/2017,Alwafa_Party,6,6,9
8/25/2017,Alwafa_Party,1,1,1
8/26/2017,Alwafa_Party,17,23,29
8/27/2017,Alwafa_Party,10,5,4
8/28/2017,Alwafa_Party,16,28,6
8/29/2017,Alwafa_Party,18,34,11
8/30/2017,Alwafa_Party,5,8,5
8/31/2017,Alwafa_Party,26,22,7
9/1/2017,Alwafa_Party,12,9,4
9/2/2017,Alwafa_Party,5,10,9
9/3/2017,Alwafa_Party,16,19,19
9/4/2017,Alwafa_Party,11,20,0
9/5/2017,Alwafa_Party,16,24,10
9/6/2017,Alwafa_Party,12,16,6
9/7/2017,Alwafa_Party,21,20,6
9/8/2017,Alwafa_Party,4,0,3
9/9/2017,Alwafa_Party,2,2,0
9/10/2017,Alwafa_Party,3,6,2
9/11/2017,Alwafa_Party,5,3,2
9/12/2017,Alwafa_Party,3,13,7
9/13/2017,Alwafa_Party,17,20,15
9/14/2017,Alwafa_Party,14,18,3
9/15/2017,Alwafa_Party,9,17,4
9/16/2017,Alwafa_Party,3,12,6
9/17/2017,Alwafa_Party,2,4,0
9/18/2017,Alwafa_Party,10,21,7
9/19/2017,Alwafa_Party,11,41,19
9/20/2017,Alwafa_Party,6,13,5
9/21/2017,Alwafa_Party,13,21,11
9/22/2017,Alwafa_Party,4,11,2
9/23/2017,Alwafa_Party,24,44,28
9/24/2017,Alwafa_Party,8,3,1
9/25/2017,Alwafa_Party,9,17,4
9/26/2017,Alwafa_Party,19,30,22
9/27/2017,Alwafa_Party,17,22,28
9/28/2017,Alwafa_Party,19,15,23
9/29/2017,Alwafa_Party,13,23,23
